timestamp_iso,unix_time,value
2025-10-03T10:40:15.804718,1759488015.804718,20.244323061842806
2025-10-03T10:40:15.886655,1759488015.886655,19.873385696200785
2025-10-03T10:40:15.968533,1759488015.968533,19.87402024728908
2025-10-03T10:40:16.050299,1759488016.050299,19.875289349465675
2025-10-03T10:40:16.132108,1759488016.132108,19.87623261288718
2025-10-03T10:40:16.213854,1759488016.213854,19.869887102004213
2025-10-03T10:40:16.295643,1759488016.295643,19.87307699946541
2025-10-03T10:40:16.377444,1759488016.377444,19.879748349103465
2025-10-03T10:40:16.459252,1759488016.459252,19.883229801280322
2025-10-03T10:40:16.541056,1759488016.541056,19.887671658898398
2025-10-03T10:40:16.622971,1759488016.622971,19.885459308898135
2025-10-03T10:40:16.704791,1759488016.704791,19.46718796029927
2025-10-03T10:40:16.786524,1759488016.786524,19.46561014578947
2025-10-03T10:40:16.868314,1759488016.868314,19.469091597966326
2025-10-03T10:40:16.950065,1759488016.950065,19.886093844388597
2025-10-03T10:40:17.031848,1759488017.031848,19.879405337132994
2025-10-03T10:40:17.113596,1759488017.113596,19.886076686771048
2025-10-03T10:40:17.195407,1759488017.195407,19.870538795112225
2025-10-03T10:40:17.277213,1759488017.277213,19.87402024728908
2025-10-03T10:40:17.359019,1759488017.359019,19.89243933967373
2025-10-03T10:40:17.440881,1759488017.440881,19.46019074071046
2025-10-03T10:40:17.522747,1759488017.522747,19.886402556721805
2025-10-03T10:40:17.604501,1759488017.604501,19.881652002368355
2025-10-03T10:40:17.686302,1759488017.686302,19.88736294656519
2025-10-03T10:40:17.768109,1759488017.768109,19.463363511749776
2025-10-03T10:40:17.849893,1759488017.849893,19.460190756308293
2025-10-03T10:40:17.931634,1759488017.931634,19.837816613608084
2025-10-03T10:40:18.013435,1759488018.013435,19.894034296203245
2025-10-03T10:40:18.095233,1759488018.095233,19.88101745128006
2025-10-03T10:40:18.177028,1759488018.177028,19.882903962525234
2025-10-03T10:40:18.258934,1759488018.258934,19.83972025127514
2025-10-03T10:40:18.340775,1759488018.340775,19.872751160710322
2025-10-03T10:40:18.422532,1759488018.422532,19.844796644383678
2025-10-03T10:40:18.504285,1759488018.504285,20.246552553862784
2025-10-03T10:40:18.586108,1759488018.586108,19.89211350091864
2025-10-03T10:40:18.667857,1759488018.667857,19.875289349465675
2025-10-03T10:40:18.749641,1759488018.749641,19.87402024728908
2025-10-03T10:40:18.831417,1759488018.831417,19.881652002368355
2025-10-03T10:40:18.913198,1759488018.913198,19.884173049103993
2025-10-03T10:40:18.994990,1759488018.994990,19.891478949830343
2025-10-03T10:40:19.076890,1759488019.076890,19.86575394112151
2025-10-03T10:40:19.158712,1759488019.158712,19.872442448377114
2025-10-03T10:40:19.240519,1759488019.240519,19.87592390055397
2025-10-03T10:40:19.322311,1759488019.322311,19.869904244023928
2025-10-03T10:40:19.404102,1759488019.404102,19.88386435236862
2025-10-03T10:40:19.485902,1759488019.485902,19.876884290397356
2025-10-03T10:40:19.567707,1759488019.567707,19.883229801280322
2025-10-03T10:40:19.649516,1759488019.649516,19.878787943662246
2025-10-03T10:40:19.731297,1759488019.731297,19.86321575236616
2025-10-03T10:40:19.813130,1759488019.813130,19.88419020672154
2025-10-03T10:40:19.895060,1759488019.895060,19.881634844750806
2025-10-03T10:40:19.977106,1759488019.977106,19.874346101642004
2025-10-03T10:40:20.058914,1759488020.058914,19.8854592933003
2025-10-03T10:40:20.140723,1759488020.140723,19.886093844388597
2025-10-03T10:40:20.222528,1759488020.222528,19.88926659983008
2025-10-03T10:40:20.304276,1759488020.304276,19.883229801280322
2025-10-03T10:40:20.386057,1759488020.386057,19.430041047598934
2025-10-03T10:40:20.467864,1759488020.467864,19.888306209986695
2025-10-03T10:40:20.549611,1759488020.549611,19.88832335200641
2025-10-03T10:40:20.631350,1759488020.631350,19.88640254112397
2025-10-03T10:40:20.713216,1759488020.713216,19.88641969874152
2025-10-03T10:40:20.795066,1759488020.795066,19.884824742212004
2025-10-03T10:40:20.876868,1759488020.876868,19.884824742212004
2025-10-03T10:40:20.958656,1759488020.958656,19.88386435236862
2025-10-03T10:40:21.040453,1759488021.040453,19.890861556359596
2025-10-03T10:40:21.122199,1759488021.122199,19.892439355271563
2025-10-03T10:40:21.203989,1759488021.203989,19.885150596564927
2025-10-03T10:40:21.285773,1759488021.285773,19.8854592933003
2025-10-03T10:40:21.367555,1759488021.367555,19.884190191123707
2025-10-03T10:40:21.449351,1759488021.449351,19.89117025309497
2025-10-03T10:40:21.531245,1759488021.531245,19.877501699465938
2025-10-03T10:40:21.613070,1759488021.613070,19.884498903456915
2025-10-03T10:40:21.694869,1759488021.694869,19.459247508484623
2025-10-03T10:40:21.776647,1759488021.776647,19.469091597966326
2025-10-03T10:40:21.858421,1759488021.858421,19.46242024832827
2025-10-03T10:40:21.940183,1759488021.940183,19.465918858122677
2025-10-03T10:40:22.021963,1759488022.021963,19.88926659983008
2025-10-03T10:40:22.103771,1759488022.103771,19.46528430703438
2025-10-03T10:40:22.185529,1759488022.185529,19.460516595063382
2025-10-03T10:40:22.267283,1759488022.267283,19.88196069910373
2025-10-03T10:40:22.349164,1759488022.349164,19.8854592933003
2025-10-03T10:40:22.431048,1759488022.431048,19.892765209624486
2025-10-03T10:40:22.512847,1759488022.512847,19.883538498015696
2025-10-03T10:40:22.594646,1759488022.594646,19.875615203818597
2025-10-03T10:40:22.676456,1759488022.676456,19.877518841485653
2025-10-03T10:40:22.758210,1759488022.758210,19.876558451642268
2025-10-03T10:40:22.839958,1759488022.839958,19.881326148015432
2025-10-03T10:40:22.921742,1759488022.921742,19.877518857083487
2025-10-03T10:40:23.003536,1759488023.003536,19.874020262886916
2025-10-03T10:40:23.085336,1759488023.085336,19.88196069910373
2025-10-03T10:40:23.167226,1759488023.167226,19.875598061798883
2025-10-03T10:40:23.249063,1759488023.249063,19.88196069910373
2025-10-03T10:40:23.330872,1759488023.330872,19.889592454183003
2025-10-03T10:40:23.412696,1759488023.412696,19.874346101642004
2025-10-03T10:40:23.494513,1759488023.494513,19.887997497653487
2025-10-03T10:40:23.576347,1759488023.576347,19.887054249829816
2025-10-03T10:40:23.658164,1759488023.658164,19.888940745477157
2025-10-03T10:40:23.739962,1759488023.739962,19.872442448377114
2025-10-03T10:40:23.821767,1759488023.821767,19.88926659983008
2025-10-03T10:40:23.903566,1759488023.903566,19.87973120708375
2025-10-03T10:40:23.985438,1759488023.985438,19.862581201277862
2025-10-03T10:40:24.067259,1759488024.067259,19.877193002730564
2025-10-03T10:40:24.149061,1759488024.149061,19.874654798377378
2025-10-03T10:40:24.230856,1759488024.230856,19.87911379801517
2025-10-03T10:40:24.312638,1759488024.312638,19.88005704583884
2025-10-03T10:40:24.394430,1759488024.394430,19.870212940759302
2025-10-03T10:40:24.476234,1759488024.476234,19.881326148015432
2025-10-03T10:40:24.558030,1759488024.558030,19.87592390055397
2025-10-03T10:40:24.639847,1759488024.639847,19.87592390055397
2025-10-03T10:40:24.721604,1759488024.721604,19.474802557760995
2025-10-03T10:40:24.803475,1759488024.803475,19.470686554495842
2025-10-03T10:40:24.885262,1759488024.885262,19.46434105921071
2025-10-03T10:40:24.967059,1759488024.967059,19.86894383858271
2025-10-03T10:40:25.048939,1759488025.048939,19.886728395476894
2025-10-03T10:40:25.130767,1759488025.130767,19.868926696562994
2025-10-03T10:40:25.212621,1759488025.212621,19.882269395839103
2025-10-03T10:40:25.294469,1759488025.294469,19.88165198677052
2025-10-03T10:40:25.376291,1759488025.376291,19.886076702368882
2025-10-03T10:40:25.458094,1759488025.458094,19.85433205272784
2025-10-03T10:40:25.539908,1759488025.539908,19.85210254511003
